,Speed: 7,Speed: 14,Speed: 21
3780,4778.68,2090.97,1358.9
3781,4776.72,2090.38,1358.56
3782,4774.77,2089.79,1358.21
3783,4772.81,2089.2,1357.86
3784,4770.86,2088.61,1357.51
3785,4768.9,2088.02,1357.16
3786,4766.95,2087.43,1356.81
3787,4764.99,2086.84,1356.46
3788,4763.04,2086.25,1356.11
3789,4761.09,2085.66,1355.76
3790,4759.13,2085.07,1355.41
3791,4757.18,2084.48,1355.06
3792,4755.23,2083.89,1354.71
3793,4753.28,2083.3,1354.36
3794,4751.33,2082.71,1354.01
3795,4749.38,2082.12,1353.66
3796,4747.43,2081.52,1353.31
3797,4745.48,2080.93,1352.96
3798,4743.53,2080.34,1352.61
3799,4741.58,2079.75,1352.26
3800,4739.63,2079.16,1351.9
3801,4737.68,2078.56,1351.55
3802,4735.74,2077.97,1351.2
3803,4733.79,2077.38,1350.85
3804,4731.84,2076.79,1350.5
3805,4729.9,2076.19,1350.14
3806,4727.95,2075.6,1349.79
3807,4726.01,2075.01,1349.44
3808,4724.06,2074.41,1349.09
3809,4722.12,2073.82,1348.73
3810,4720.17,2073.23,1348.38
3811,4718.23,2072.63,1348.03
3812,4716.28,2072.04,1347.67
3813,4714.34,2071.44,1347.32
3814,4712.4,2070.85,1346.97
3815,4710.46,2070.25,1346.61
3816,4708.52,2069.66,1346.26
3817,4706.58,2069.06,1345.91
3818,4704.63,2068.47,1345.55
3819,4702.69,2067.87,1345.2
3820,4700.75,2067.28,1344.84
3821,4698.82,2066.68,1344.49
3822,4696.88,2066.09,1344.13
3823,4694.94,2065.49,1343.78
3824,4693,2064.89,1343.42
3825,4691.06,2064.3,1343.07
3826,4689.13,2063.7,1342.71
3827,4687.19,2063.1,1342.36
3828,4685.25,2062.51,1342
3829,4683.32,2061.91,1341.65
3830,4681.38,2061.31,1341.29
3831,4679.45,2060.72,1340.93
3832,4677.51,2060.12,1340.58
3833,4675.58,2059.52,1340.22
3834,4673.64,2058.92,1339.86
3835,4671.71,2058.32,1339.51
3836,4669.78,2057.73,1339.15
3837,4667.84,2057.13,1338.79
3838,4665.91,2056.53,1338.44
3839,4663.98,2055.93,1338.08
3840,4662.05,2055.33,1337.72
3841,4660.12,2054.73,1337.36
3842,4658.19,2054.13,1337.01
3843,4656.26,2053.53,1336.65
3844,4654.33,2052.94,1336.29
3845,4652.4,2052.34,1335.93
3846,4650.47,2051.74,1335.57
3847,4648.54,2051.14,1335.21
3848,4646.62,2050.54,1334.86
3849,4644.69,2049.94,1334.5
3850,4642.76,2049.34,1334.14
3851,4640.83,2048.73,1333.78
3852,4638.91,2048.13,1333.42
3853,4636.98,2047.53,1333.06
3854,4635.06,2046.93,1332.7
3855,4633.13,2046.33,1332.34
3856,4631.21,2045.73,1331.98
3857,4629.28,2045.13,1331.62
3858,4627.36,2044.53,1331.26
3859,4625.44,2043.92,1330.9
3860,4623.51,2043.32,1330.54
3861,4621.59,2042.72,1330.18
3862,4619.67,2042.12,1329.82
3863,4617.75,2041.51,1329.46
3864,4615.83,2040.91,1329.1
3865,4613.91,2040.31,1328.74
3866,4611.99,2039.71,1328.38
3867,4610.07,2039.1,1328.01
3868,4608.15,2038.5,1327.65
3869,4606.23,2037.9,1327.29
3870,4604.31,2037.29,1326.93
3871,4602.39,2036.69,1326.57
3872,4600.47,2036.09,1326.2
3873,4598.56,2035.48,1325.84
3874,4596.64,2034.88,1325.48
3875,4594.72,2034.27,1325.12
3876,4592.81,2033.67,1324.75
3877,4590.89,2033.06,1324.39
3878,4588.98,2032.46,1324.03
3879,4587.06,2031.85,1323.67
3880,4585.15,2031.25,1323.3
3881,4583.23,2030.64,1322.94
3882,4581.32,2030.04,1322.57
3883,4579.41,2029.43,1322.21
3884,4577.49,2028.83,1321.85
3885,4575.58,2028.22,1321.48
3886,4573.67,2027.61,1321.12
3887,4571.76,2027.01,1320.75
3888,4569.85,2026.4,1320.39
3889,4567.94,2025.79,1320.03
3890,4566.03,2025.19,1319.66
3891,4564.12,2024.58,1319.3
3892,4562.21,2023.97,1318.93
3893,4560.3,2023.37,1318.57
3894,4558.39,2022.76,1318.2
3895,4556.48,2022.15,1317.84
3896,4554.57,2021.54,1317.47
3897,4552.67,2020.93,1317.1
3898,4550.76,2020.33,1316.74
3899,4548.85,2019.72,1316.37
3900,4546.95,2019.11,1316.01
3901,4545.04,2018.5,1315.64
3902,4543.14,2017.89,1315.27
3903,4541.23,2017.28,1314.91
3904,4539.33,2016.68,1314.54
3905,4537.42,2016.07,1314.17
3906,4535.52,2015.46,1313.81
3907,4533.62,2014.85,1313.44
3908,4531.71,2014.24,1313.07
3909,4529.81,2013.63,1312.7
3910,4527.91,2013.02,1312.34
3911,4526.01,2012.41,1311.97
3912,4524.11,2011.8,1311.6
3913,4522.21,2011.19,1311.23
3914,4520.3,2010.58,1310.86
3915,4518.41,2009.97,1310.5
3916,4516.51,2009.36,1310.13
3917,4514.61,2008.75,1309.76
3918,4512.71,2008.13,1309.39
3919,4510.81,2007.52,1309.02
3920,4508.91,2006.91,1308.65
3921,4507.01,2006.3,1308.28
3922,4505.12,2005.69,1307.91
3923,4503.22,2005.08,1307.55
3924,4501.32,2004.46,1307.18
3925,4499.43,2003.85,1306.81
3926,4497.53,2003.24,1306.44
3927,4495.64,2002.63,1306.07
3928,4493.74,2002.01,1305.7
3929,4491.85,2001.4,1305.33
3930,4489.96,2000.79,1304.96
3931,4488.06,2000.18,1304.59
3932,4486.17,1999.56,1304.22
3933,4484.28,1998.95,1303.84
3934,4482.38,1998.34,1303.47
3935,4480.49,1997.72,1303.1
3936,4478.6,1997.11,1302.73
3937,4476.71,1996.49,1302.36
3938,4474.82,1995.88,1301.99
3939,4472.93,1995.27,1301.62
3940,4471.04,1994.65,1301.25
3941,4469.15,1994.04,1300.87
3942,4467.26,1993.42,1300.5
3943,4465.37,1992.81,1300.13
3944,4463.48,1992.19,1299.76
3945,4461.6,1991.58,1299.38
3946,4459.71,1990.96,1299.01
3947,4457.82,1990.35,1298.64
3948,4455.94,1989.73,1298.27
3949,4454.05,1989.12,1297.89
3950,4452.16,1988.5,1297.52
3951,4450.28,1987.88,1297.15
3952,4448.39,1987.27,1296.77
3953,4446.51,1986.65,1296.4
3954,4444.63,1986.03,1296.03
3955,4442.74,1985.42,1295.65
3956,4440.86,1984.8,1295.28
3957,4438.98,1984.18,1294.91
3958,4437.09,1983.57,1294.53
3959,4435.21,1982.95,1294.16
3960,4433.33,1982.33,1293.78
3961,4431.45,1981.72,1293.41
3962,4429.57,1981.1,1293.03
3963,4427.69,1980.48,1292.66
3964,4425.81,1979.86,1292.28
3965,4423.93,1979.24,1291.91
3966,4422.05,1978.63,1291.53
3967,4420.17,1978.01,1291.16
3968,4418.29,1977.39,1290.78
3969,4416.41,1976.77,1290.41
3970,4414.53,1976.15,1290.03
3971,4412.66,1975.53,1289.66
3972,4410.78,1974.91,1289.28
3973,4408.9,1974.29,1288.9
3974,4407.03,1973.68,1288.53
3975,4405.15,1973.06,1288.15
3976,4403.28,1972.44,1287.77
3977,4401.4,1971.82,1287.4
3978,4399.53,1971.2,1287.02
3979,4397.65,1970.58,1286.64
3980,4395.78,1969.96,1286.27
3981,4393.91,1969.34,1285.89
3982,4392.03,1968.72,1285.51
3983,4390.16,1968.09,1285.14
3984,4388.29,1967.47,1284.76
3985,4386.42,1966.85,1284.38
3986,4384.55,1966.23,1284
3987,4382.67,1965.61,1283.62
3988,4380.8,1964.99,1283.25
3989,4378.93,1964.37,1282.87
3990,4377.06,1963.75,1282.49
3991,4375.2,1963.12,1282.11
3992,4373.33,1962.5,1281.73
3993,4371.46,1961.88,1281.35
3994,4369.59,1961.26,1280.97
3995,4367.72,1960.64,1280.6
3996,4365.85,1960.01,1280.22
3997,4363.99,1959.39,1279.84
3998,4362.12,1958.77,1279.46
3999,4360.25,1958.15,1279.08
4000,4358.39,1957.52,1278.7
4001,4356.52,1956.9,1278.32
4002,4354.66,1956.28,1277.94
4003,4352.79,1955.65,1277.56
4004,4350.93,1955.03,1277.18
4005,4349.07,1954.41,1276.8
4006,4347.2,1953.78,1276.42
4007,4345.34,1953.16,1276.04
4008,4343.48,1952.53,1275.66
4009,4341.61,1951.91,1275.28
4010,4339.75,1951.28,1274.9
4011,4337.89,1950.66,1274.51
4012,4336.03,1950.04,1274.13
4013,4334.17,1949.41,1273.75
4014,4332.31,1948.79,1273.37
4015,4330.45,1948.16,1272.99
4016,4328.59,1947.53,1272.61
4017,4326.73,1946.91,1272.23
4018,4324.87,1946.28,1271.84
4019,4323.01,1945.66,1271.46
4020,4321.15,1945.03,1271.08
4021,4319.3,1944.41,1270.7
4022,4317.44,1943.78,1270.31
4023,4315.58,1943.15,1269.93
4024,4313.73,1942.53,1269.55
4025,4311.87,1941.9,1269.17
4026,4310.01,1941.27,1268.78
4027,4308.16,1940.65,1268.4
4028,4306.3,1940.02,1268.02
4029,4304.45,1939.39,1267.63
4030,4302.6,1938.77,1267.25
4031,4300.74,1938.14,1266.87
4032,4298.89,1937.51,1266.48
4033,4297.04,1936.88,1266.1
4034,4295.18,1936.26,1265.71
4035,4293.33,1935.63,1265.33
4036,4291.48,1935,1264.95
4037,4289.63,1934.37,1264.56
4038,4287.78,1933.75,1264.18
4039,4285.93,1933.12,1263.79
4040,4284.08,1932.49,1263.41
4041,4282.23,1931.86,1263.02
4042,4280.38,1931.23,1262.64
4043,4278.53,1930.6,1262.25
4044,4276.68,1929.97,1261.87
4045,4274.83,1929.34,1261.48
4046,4272.98,1928.71,1261.1
4047,4271.13,1928.09,1260.71
4048,4269.29,1927.46,1260.33
4049,4267.44,1926.83,1259.94
4050,4265.59,1926.2,1259.55
4051,4263.75,1925.57,1259.17
4052,4261.9,1924.94,1258.78
4053,4260.06,1924.31,1258.4
4054,4258.21,1923.68,1258.01
4055,4256.37,1923.04,1257.62
4056,4254.52,1922.41,1257.24
4057,4252.68,1921.78,1256.85
4058,4250.84,1921.15,1256.46
4059,4248.99,1920.52,1256.08
4060,4247.15,1919.89,1255.69
4061,4245.31,1919.26,1255.3
4062,4243.47,1918.63,1254.91
4063,4241.62,1918,1254.53
4064,4239.78,1917.36,1254.14
4065,4237.94,1916.73,1253.75
4066,4236.1,1916.1,1253.36
4067,4234.26,1915.47,1252.97
4068,4232.42,1914.84,1252.59
4069,4230.58,1914.2,1252.2
4070,4228.74,1913.57,1251.81
4071,4226.91,1912.94,1251.42
4072,4225.07,1912.31,1251.03
4073,4223.23,1911.67,1250.64
4074,4221.39,1911.04,1250.25
4075,4219.56,1910.41,1249.87
4076,4217.72,1909.77,1249.48
4077,4215.88,1909.14,1249.09
4078,4214.05,1908.51,1248.7
4079,4212.21,1907.87,1248.31
4080,4210.38,1907.24,1247.92
4081,4208.54,1906.61,1247.53
4082,4206.71,1905.97,1247.14
4083,4204.87,1905.34,1246.75
4084,4203.04,1904.7,1246.36
4085,4201.21,1904.07,1245.97
4086,4199.38,1903.44,1245.58
4087,4197.54,1902.8,1245.19
4088,4195.71,1902.17,1244.8
4089,4193.88,1901.53,1244.41
4090,4192.05,1900.9,1244.02
4091,4190.22,1900.26,1243.63
4092,4188.39,1899.63,1243.23
4093,4186.56,1898.99,1242.84
4094,4184.73,1898.35,1242.45
4095,4182.9,1897.72,1242.06
4096,4181.07,1897.08,1241.67
4097,4179.24,1896.45,1241.28
4098,4177.41,1895.81,1240.89
4099,4175.58,1895.18,1240.49
4100,4173.76,1894.54,1240.1
4101,4171.93,1893.9,1239.71
4102,4170.1,1893.27,1239.32
4103,4168.27,1892.63,1238.93
4104,4166.45,1891.99,1238.53
4105,4164.62,1891.36,1238.14
4106,4162.8,1890.72,1237.75
4107,4160.97,1890.08,1237.35
4108,4159.15,1889.44,1236.96
4109,4157.32,1888.81,1236.57
4110,4155.5,1888.17,1236.18
4111,4153.68,1887.53,1235.78
4112,4151.85,1886.89,1235.39
4113,4150.03,1886.26,1235
4114,4148.21,1885.62,1234.6
4115,4146.39,1884.98,1234.21
4116,4144.57,1884.34,1233.81
4117,4142.74,1883.7,1233.42
4118,4140.92,1883.07,1233.03
4119,4139.1,1882.43,1232.63
4120,4137.28,1881.79,1232.24
4121,4135.46,1881.15,1231.84
4122,4133.64,1880.51,1231.45
4123,4131.82,1879.87,1231.05
4124,4130.01,1879.23,1230.66
4125,4128.19,1878.59,1230.26
4126,4126.37,1877.95,1229.87
4127,4124.55,1877.31,1229.47
4128,4122.73,1876.67,1229.08
4129,4120.92,1876.03,1228.68
4130,4119.1,1875.39,1228.29
4131,4117.29,1874.75,1227.89
4132,4115.47,1874.11,1227.5
4133,4113.65,1873.47,1227.1
4134,4111.84,1872.83,1226.71
4135,4110.02,1872.19,1226.31
4136,4108.21,1871.55,1225.91
4137,4106.4,1870.91,1225.52
4138,4104.58,1870.27,1225.12
4139,4102.77,1869.63,1224.72
4140,4100.96,1868.99,1224.33
4141,4099.14,1868.35,1223.93
4142,4097.33,1867.71,1223.53
4143,4095.52,1867.06,1223.14
4144,4093.71,1866.42,1222.74
4145,4091.9,1865.78,1222.34
4146,4090.09,1865.14,1221.95
4147,4088.28,1864.5,1221.55
4148,4086.47,1863.85,1221.15
4149,4084.66,1863.21,1220.75
4150,4082.85,1862.57,1220.36
4151,4081.04,1861.93,1219.96
4152,4079.23,1861.28,1219.56
4153,4077.42,1860.64,1219.16
4154,4075.62,1860,1218.76
4155,4073.81,1859.36,1218.37
4156,4072,1858.71,1217.97
4157,4070.2,1858.07,1217.57
4158,4068.39,1857.43,1217.17
4159,4066.58,1856.78,1216.77
4160,4064.78,1856.14,1216.37
4161,4062.97,1855.5,1215.97
4162,4061.17,1854.85,1215.58
4163,4059.36,1854.21,1215.18
4164,4057.56,1853.57,1214.78
4165,4055.76,1852.92,1214.38
4166,4053.95,1852.28,1213.98
4167,4052.15,1851.63,1213.58
4168,4050.35,1850.99,1213.18
4169,4048.54,1850.34,1212.78
4170,4046.74,1849.7,1212.38
4171,4044.94,1849.05,1211.98
4172,4043.14,1848.41,1211.58
4173,4041.34,1847.76,1211.18
4174,4039.54,1847.12,1210.78
4175,4037.74,1846.47,1210.38
4176,4035.94,1845.83,1209.98
4177,4034.14,1845.18,1209.58
4178,4032.34,1844.54,1209.18
4179,4030.54,1843.89,1208.78
4180,4028.74,1843.25,1208.37
4181,4026.95,1842.6,1207.97
4182,4025.15,1841.95,1207.57
4183,4023.35,1841.31,1207.17
4184,4021.55,1840.66,1206.77
4185,4019.76,1840.02,1206.37
4186,4017.96,1839.37,1205.97
4187,4016.17,1838.72,1205.56
4188,4014.37,1838.08,1205.16
4189,4012.58,1837.43,1204.76
4190,4010.78,1836.78,1204.36
4191,4008.99,1836.13,1203.96
4192,4007.19,1835.49,1203.55
4193,4005.4,1834.84,1203.15
4194,4003.61,1834.19,1202.75
4195,4001.81,1833.55,1202.35
4196,4000.02,1832.9,1201.94
4197,3998.23,1832.25,1201.54
4198,3996.44,1831.6,1201.14
4199,3994.64,1830.95,1200.74
4200,3992.85,1830.31,1200.33
4201,3991.06,1829.66,1199.93
4202,3989.27,1829.01,1199.53
4203,3987.48,1828.36,1199.12
4204,3985.69,1827.71,1198.72
4205,3983.9,1827.06,1198.32
4206,3982.11,1826.42,1197.91
4207,3980.32,1825.77,1197.51
4208,3978.54,1825.12,1197.1
4209,3976.75,1824.47,1196.7
4210,3974.96,1823.82,1196.3
4211,3973.17,1823.17,1195.89
4212,3971.39,1822.52,1195.49
4213,3969.6,1821.87,1195.08
4214,3967.81,1821.22,1194.68
4215,3966.03,1820.57,1194.27
4216,3964.24,1819.92,1193.87
4217,3962.46,1819.27,1193.46
4218,3960.67,1818.62,1193.06
4219,3958.89,1817.97,1192.65
4220,3957.1,1817.32,1192.25
4221,3955.32,1816.67,1191.84
4222,3953.54,1816.02,1191.44
4223,3951.75,1815.37,1191.03
4224,3949.97,1814.72,1190.63
4225,3948.19,1814.07,1190.22
4226,3946.41,1813.42,1189.81
4227,3944.62,1812.77,1189.41
4228,3942.84,1812.12,1189
4229,3941.06,1811.47,1188.6
4230,3939.28,1810.81,1188.19
4231,3937.5,1810.16,1187.78
4232,3935.72,1809.51,1187.38
4233,3933.94,1808.86,1186.97
4234,3932.16,1808.21,1186.56
4235,3930.38,1807.56,1186.16
4236,3928.61,1806.9,1185.75
4237,3926.83,1806.25,1185.34
4238,3925.05,1805.6,1184.94
4239,3923.27,1804.95,1184.53
4240,3921.5,1804.3,1184.12
4241,3919.72,1803.64,1183.71
4242,3917.94,1802.99,1183.31
4243,3916.17,1802.34,1182.9
4244,3914.39,1801.68,1182.49
4245,3912.61,1801.03,1182.08
4246,3910.84,1800.38,1181.68
4247,3909.06,1799.73,1181.27
4248,3907.29,1799.07,1180.86
4249,3905.52,1798.42,1180.45
4250,3903.74,1797.77,1180.04
4251,3901.97,1797.11,1179.64
4252,3900.2,1796.46,1179.23
4253,3898.42,1795.81,1178.82
4254,3896.65,1795.15,1178.41
4255,3894.88,1794.5,1178
4256,3893.11,1793.84,1177.59
4257,3891.34,1793.19,1177.18
4258,3889.57,1792.54,1176.77
4259,3887.8,1791.88,1176.37
4260,3886.03,1791.23,1175.96
4261,3884.26,1790.57,1175.55
4262,3882.49,1789.92,1175.14
4263,3880.72,1789.26,1174.73
4264,3878.95,1788.61,1174.32
4265,3877.18,1787.95,1173.91
4266,3875.41,1787.3,1173.5
4267,3873.64,1786.64,1173.09
4268,3871.88,1785.99,1172.68
4269,3870.11,1785.33,1172.27
4270,3868.34,1784.68,1171.86
4271,3866.58,1784.02,1171.45
4272,3864.81,1783.37,1171.04
4273,3863.04,1782.71,1170.63
4274,3861.28,1782.05,1170.22
4275,3859.51,1781.4,1169.81
4276,3857.75,1780.74,1169.4
4277,3855.98,1780.09,1168.98
4278,3854.22,1779.43,1168.57
4279,3852.46,1778.77,1168.16
4280,3850.69,1778.12,1167.75
4281,3848.93,1777.46,1167.34
4282,3847.17,1776.8,1166.93
4283,3845.41,1776.15,1166.52
4284,3843.64,1775.49,1166.11
4285,3841.88,1774.83,1165.69
4286,3840.12,1774.18,1165.28
4287,3838.36,1773.52,1164.87
4288,3836.6,1772.86,1164.46
4289,3834.84,1772.2,1164.05
4290,3833.08,1771.55,1163.63
4291,3831.32,1770.89,1163.22
4292,3829.56,1770.23,1162.81
4293,3827.8,1769.57,1162.4
4294,3826.04,1768.92,1161.98
4295,3824.28,1768.26,1161.57
4296,3822.53,1767.6,1161.16
4297,3820.77,1766.94,1160.75
4298,3819.01,1766.28,1160.33
4299,3817.25,1765.63,1159.92
4300,3815.5,1764.97,1159.51
4301,3813.74,1764.31,1159.09
4302,3811.99,1763.65,1158.68
4303,3810.23,1762.99,1158.27
4304,3808.47,1762.33,1157.85
4305,3806.72,1761.67,1157.44
4306,3804.97,1761.01,1157.03
4307,3803.21,1760.36,1156.61
4308,3801.46,1759.7,1156.2
4309,3799.7,1759.04,1155.79
4310,3797.95,1758.38,1155.37
4311,3796.2,1757.72,1154.96
4312,3794.45,1757.06,1154.54
4313,3792.69,1756.4,1154.13
4314,3790.94,1755.74,1153.71
4315,3789.19,1755.08,1153.3
4316,3787.44,1754.42,1152.88
4317,3785.69,1753.76,1152.47
4318,3783.94,1753.1,1152.06
4319,3782.19,1752.44,1151.64
4320,3780.44,1751.78,1151.23
4321,3778.69,1751.12,1150.81
4322,3776.94,1750.46,1150.4
4323,3775.19,1749.8,1149.98
4324,3773.44,1749.14,1149.56
4325,3771.69,1748.48,1149.15
4326,3769.95,1747.82,1148.73
4327,3768.2,1747.15,1148.32
4328,3766.45,1746.49,1147.9
4329,3764.7,1745.83,1147.49
4330,3762.96,1745.17,1147.07
4331,3761.21,1744.51,1146.66
4332,3759.47,1743.85,1146.24
4333,3757.72,1743.19,1145.82
4334,3755.97,1742.53,1145.41
4335,3754.23,1741.86,1144.99
4336,3752.48,1741.2,1144.57
4337,3750.74,1740.54,1144.16
4338,3749,1739.88,1143.74
4339,3747.25,1739.22,1143.32
4340,3745.51,1738.55,1142.91
4341,3743.77,1737.89,1142.49
4342,3742.02,1737.23,1142.07
4343,3740.28,1736.57,1141.66
4344,3738.54,1735.9,1141.24
4345,3736.8,1735.24,1140.82
4346,3735.06,1734.58,1140.41
4347,3733.32,1733.92,1139.99
4348,3731.58,1733.25,1139.57
4349,3729.84,1732.59,1139.15
4350,3728.1,1731.93,1138.74
4351,3726.36,1731.26,1138.32
4352,3724.62,1730.6,1137.9
4353,3722.88,1729.94,1137.48
4354,3721.14,1729.27,1137.06
4355,3719.4,1728.61,1136.65
4356,3717.66,1727.95,1136.23
4357,3715.93,1727.28,1135.81
4358,3714.19,1726.62,1135.39
4359,3712.45,1725.96,1134.97
4360,3710.72,1725.29,1134.55
4361,3708.98,1724.63,1134.14
4362,3707.24,1723.96,1133.72
4363,3705.51,1723.3,1133.3
4364,3703.77,1722.64,1132.88
4365,3702.04,1721.97,1132.46
4366,3700.3,1721.31,1132.04
4367,3698.57,1720.64,1131.62
4368,3696.84,1719.98,1131.2
4369,3695.1,1719.31,1130.78
4370,3693.37,1718.65,1130.36
4371,3691.64,1717.98,1129.94
4372,3689.9,1717.32,1129.52
4373,3688.17,1716.65,1129.11
4374,3686.44,1715.99,1128.69
4375,3684.71,1715.32,1128.27
4376,3682.98,1714.66,1127.85
4377,3681.24,1713.99,1127.43
4378,3679.51,1713.33,1127.01
4379,3677.78,1712.66,1126.59
4380,3676.05,1712,1126.17
4381,3674.32,1711.33,1125.74
4382,3672.59,1710.66,1125.32
4383,3670.86,1710,1124.9
4384,3669.14,1709.33,1124.48
4385,3667.41,1708.67,1124.06
4386,3665.68,1708,1123.64
4387,3663.95,1707.33,1123.22
4388,3662.22,1706.67,1122.8
4389,3660.5,1706,1122.38
4390,3658.77,1705.33,1121.96
4391,3657.04,1704.67,1121.54
4392,3655.32,1704,1121.12
4393,3653.59,1703.33,1120.69
4394,3651.87,1702.67,1120.27
4395,3650.14,1702,1119.85
4396,3648.42,1701.33,1119.43
4397,3646.69,1700.67,1119.01
4398,3644.97,1700,1118.59
4399,3643.24,1699.33,1118.16
4400,3641.52,1698.66,1117.74
4401,3639.8,1698,1117.32
4402,3638.07,1697.33,1116.9
4403,3636.35,1696.66,1116.48
4404,3634.63,1695.99,1116.05
4405,3632.91,1695.33,1115.63
4406,3631.19,1694.66,1115.21
4407,3629.46,1693.99,1114.79
4408,3627.74,1693.32,1114.36
4409,3626.02,1692.66,1113.94
4410,3624.3,1691.99,1113.52
4411,3622.58,1691.32,1113.1
4412,3620.86,1690.65,1112.67
4413,3619.14,1689.98,1112.25
4414,3617.42,1689.31,1111.83
4415,3615.7,1688.65,1111.4
4416,3613.99,1687.98,1110.98
4417,3612.27,1687.31,1110.56
4418,3610.55,1686.64,1110.13
4419,3608.83,1685.97,1109.71
4420,3607.12,1685.3,1109.29
4421,3605.4,1684.63,1108.86
4422,3603.68,1683.96,1108.44
4423,3601.97,1683.29,1108.02
4424,3600.25,1682.62,1107.59
4425,3598.54,1681.96,1107.17
4426,3596.82,1681.29,1106.74
4427,3595.1,1680.62,1106.32
4428,3593.39,1679.95,1105.9
4429,3591.68,1679.28,1105.47
4430,3589.96,1678.61,1105.05
4431,3588.25,1677.94,1104.62
4432,3586.54,1677.27,1104.2
4433,3584.82,1676.6,1103.77
4434,3583.11,1675.93,1103.35
4435,3581.4,1675.26,1102.93
4436,3579.68,1674.59,1102.5
4437,3577.97,1673.92,1102.08
4438,3576.26,1673.25,1101.65
4439,3574.55,1672.58,1101.23
4440,3572.84,1671.91,1100.8
4441,3571.13,1671.24,1100.38
4442,3569.42,1670.56,1099.95
4443,3567.71,1669.89,1099.52
4444,3566,1669.22,1099.1
4445,3564.29,1668.55,1098.67
4446,3562.58,1667.88,1098.25
4447,3560.87,1667.21,1097.82
4448,3559.16,1666.54,1097.4
4449,3557.46,1665.87,1096.97
4450,3555.75,1665.2,1096.55
4451,3554.04,1664.53,1096.12
4452,3552.33,1663.85,1095.69
4453,3550.63,1663.18,1095.27
4454,3548.92,1662.51,1094.84
4455,3547.22,1661.84,1094.41
4456,3545.51,1661.17,1093.99
4457,3543.8,1660.5,1093.56
4458,3542.1,1659.82,1093.14
4459,3540.39,1659.15,1092.71
4460,3538.69,1658.48,1092.28
4461,3536.99,1657.81,1091.86
4462,3535.28,1657.14,1091.43
4463,3533.58,1656.46,1091
4464,3531.88,1655.79,1090.57
4465,3530.17,1655.12,1090.15
4466,3528.47,1654.45,1089.72
4467,3526.77,1653.77,1089.29
4468,3525.07,1653.1,1088.87
4469,3523.36,1652.43,1088.44
4470,3521.66,1651.76,1088.01
4471,3519.96,1651.08,1087.58
4472,3518.26,1650.41,1087.16
4473,3516.56,1649.74,1086.73
4474,3514.86,1649.06,1086.3
4475,3513.16,1648.39,1085.87
4476,3511.46,1647.72,1085.45
4477,3509.76,1647.05,1085.02
4478,3508.06,1646.37,1084.59
4479,3506.36,1645.7,1084.16
4480,3504.67,1645.02,1083.73
4481,3502.97,1644.35,1083.31
4482,3501.27,1643.68,1082.88
4483,3499.57,1643,1082.45
4484,3497.88,1642.33,1082.02
4485,3496.18,1641.66,1081.59
4486,3494.48,1640.98,1081.16
4487,3492.79,1640.31,1080.73
4488,3491.09,1639.63,1080.31
4489,3489.4,1638.96,1079.88
4490,3487.7,1638.29,1079.45
4491,3486.01,1637.61,1079.02
4492,3484.31,1636.94,1078.59
4493,3482.62,1636.26,1078.16
4494,3480.92,1635.59,1077.73
4495,3479.23,1634.91,1077.3
4496,3477.54,1634.24,1076.87
4497,3475.84,1633.57,1076.44
4498,3474.15,1632.89,1076.02
4499,3472.46,1632.22,1075.59
4500,3470.77,1631.54,1075.16
4501,3469.08,1630.87,1074.73
4502,3467.38,1630.19,1074.3
4503,3465.69,1629.52,1073.87
4504,3464,1628.84,1073.44
4505,3462.31,1628.17,1073.01
4506,3460.62,1627.49,1072.58
4507,3458.93,1626.82,1072.15
4508,3457.24,1626.14,1071.72
4509,3455.55,1625.46,1071.29
4510,3453.86,1624.79,1070.86
4511,3452.18,1624.11,1070.43
4512,3450.49,1623.44,1070
4513,3448.8,1622.76,1069.57
4514,3447.11,1622.09,1069.14
4515,3445.42,1621.41,1068.7
4516,3443.74,1620.74,1068.27
4517,3442.05,1620.06,1067.84
4518,3440.36,1619.38,1067.41
4519,3438.68,1618.71,1066.98
4520,3436.99,1618.03,1066.55
4521,3435.31,1617.35,1066.12
4522,3433.62,1616.68,1065.69
4523,3431.94,1616,1065.26
4524,3430.25,1615.33,1064.83
4525,3428.57,1614.65,1064.39
4526,3426.88,1613.97,1063.96
4527,3425.2,1613.3,1063.53
4528,3423.52,1612.62,1063.1
4529,3421.83,1611.94,1062.67
4530,3420.15,1611.27,1062.24
4531,3418.47,1610.59,1061.81
4532,3416.78,1609.91,1061.37
4533,3415.1,1609.23,1060.94
4534,3413.42,1608.56,1060.51
4535,3411.74,1607.88,1060.08
4536,3410.06,1607.2,1059.65
4537,3408.38,1606.53,1059.21
4538,3406.7,1605.85,1058.78
4539,3405.02,1605.17,1058.35
4540,3403.34,1604.49,1057.92
4541,3401.66,1603.82,1057.48
4542,3399.98,1603.14,1057.05
4543,3398.3,1602.46,1056.62
4544,3396.62,1601.78,1056.19
4545,3394.94,1601.11,1055.75
4546,3393.27,1600.43,1055.32
4547,3391.59,1599.75,1054.89
4548,3389.91,1599.07,1054.46
4549,3388.23,1598.39,1054.02
4550,3386.56,1597.72,1053.59
4551,3384.88,1597.04,1053.16
4552,3383.2,1596.36,1052.72
4553,3381.53,1595.68,1052.29
4554,3379.85,1595,1051.86
4555,3378.18,1594.33,1051.43
4556,3376.5,1593.65,1050.99
4557,3374.83,1592.97,1050.56
4558,3373.15,1592.29,1050.12
